,age,gender,country,education,job_title,years_coding,salary,Data_Science_Course,Languages
17743,22-24,Female,India,Bachelor’s degree,Data Scientist,1-2 years,"10,000-14,999",Coursera;Fast.ai,Python;Coursera;Fast.ai
17744,22-24,Male,India,Master’s degree,Other,5-10 years,"10,000-14,999",Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;LinkedIn Learning,Python;C++;Java;Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;LinkedIn Learning
17746,18-21,Male,India,Bachelor’s degree,Data Scientist,< 1 years,$0-999,Udacity,Python;R;Udacity
17747,22-24,Male,China,Bachelor’s degree,Software Engineer,3-5 years,"2,000-2,999",Coursera,Python;Coursera
17748,35-39,Male,Turkey,Master’s degree,Data Scientist,3-5 years,"20,000-24,999",Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;SQL;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
17749,45-49,Male,Hong Kong (S.A.R.),Doctoral degree,Data Analyst,3-5 years,"3,000-3,999",None,Python;R;None
17751,40-44,Male,Australia,Doctoral degree,Research Scientist,5-10 years,"100,000-124,999",Coursera;University Courses (resulting in a university degree),Python;Java;MATLAB;Coursera;University Courses (resulting in a university degree)
17754,25-29,Male,India,Bachelor’s degree,Software Engineer,< 1 years,"15,000-19,999",Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Kaggle Courses (i.e. Kaggle Learn)
17758,30-34,Male,Japan,Master’s degree,Data Scientist,< 1 years,"60,000-69,999",Udemy,Python;Udemy
17759,22-24,Male,Russia,Master’s degree,Data Analyst,1-2 years,$0-999,Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai,Python;MATLAB;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai
17760,22-24,Male,India,Master’s degree,Software Engineer,1-2 years,"3,000-3,999",University Courses (resulting in a university degree),Python;University Courses (resulting in a university degree)
17763,25-29,Male,Other,Master’s degree,Data Scientist,1-2 years,"1,000-1,999",Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;SQL;Java;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
17765,35-39,Male,China,Master’s degree,Data Engineer,3-5 years,"60,000-69,999",Coursera,Python;SQL;Java;Coursera
17766,50-54,Male,Japan,Bachelor’s degree,Product/Project Manager,5-10 years,"100,000-124,999",Udemy,Python;C;C++;Udemy
17767,25-29,Male,India,Bachelor’s degree,Software Engineer,I have never written code,"7,500-9,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Coursera;Kaggle Courses (i.e. Kaggle Learn)
17770,25-29,Male,India,Doctoral degree,Data Engineer,I have never written code,"7,500-9,999",Coursera;DataQuest;Fast.ai;Udemy;LinkedIn Learning,Coursera;DataQuest;Fast.ai;Udemy;LinkedIn Learning
17771,25-29,Female,Russia,Master’s degree,Data Scientist,3-5 years,"10,000-14,999",Coursera;University Courses (resulting in a university degree),Python;Coursera;University Courses (resulting in a university degree)
17772,25-29,Female,India,Master’s degree,Other,5-10 years,$0-999,Udemy;University Courses (resulting in a university degree),Python;R;SQL;Other;Udemy;University Courses (resulting in a university degree)
17774,25-29,Female,Thailand,Master’s degree,Data Scientist,< 1 years,"7,500-9,999",Udacity;Kaggle Courses (i.e. Kaggle Learn),Python;Javascript;MATLAB;Udacity;Kaggle Courses (i.e. Kaggle Learn)
17775,35-39,Male,China,Master’s degree,Research Scientist,< 1 years,"2,000-2,999",Coursera,Python;C++;Coursera
17779,25-29,Male,India,Bachelor’s degree,Data Scientist,3-5 years,"5,000-7,499",Coursera,Python;R;Coursera
17781,22-24,Male,India,Master’s degree,Software Engineer,< 1 years,"1,000-1,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Other;Coursera;Kaggle Courses (i.e. Kaggle Learn)
17782,22-24,Male,Netherlands,Master’s degree,Data Scientist,5-10 years,"50,000-59,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
17784,40-44,Male,Republic of Korea,Doctoral degree,Data Scientist,5-10 years,"80,000-89,999",Udacity;Coursera,Udacity;Coursera
17785,25-29,Female,Hong Kong (S.A.R.),Master’s degree,Data Analyst,1-2 years,"50,000-59,999",Coursera;edX;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn)
17786,22-24,Male,India,Bachelor’s degree,Software Engineer,1-2 years,"4,000-4,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;University Courses (resulting in a university degree),Python;SQL;Javascript;Bash;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;University Courses (resulting in a university degree)
17787,22-24,Male,China,Bachelor’s degree,Data Engineer,1-2 years,"1,000-1,999",,Python;R;SQL;
17789,22-24,Male,India,Bachelor’s degree,DBA/Database Engineer,3-5 years,"5,000-7,499",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;C++;Coursera;Kaggle Courses (i.e. Kaggle Learn)
17790,18-21,Male,Other,Master’s degree,Data Analyst,1-2 years,"25,000-29,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);LinkedIn Learning;University Courses (resulting in a university degree),Python;R;SQL;Java;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);LinkedIn Learning;University Courses (resulting in a university degree)
17791,60-69,Male,South Africa,Doctoral degree,Product/Project Manager,20+ years,"4,000-4,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;C;Coursera;Kaggle Courses (i.e. Kaggle Learn)
17800,25-29,Male,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,"1,000-1,999",None,Python;Java;None
17801,25-29,Male,India,Bachelor’s degree,Data Scientist,3-5 years,"15,000-19,999",Udacity;University Courses (resulting in a university degree),Python;R;SQL;Udacity;University Courses (resulting in a university degree)
17802,30-34,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5-10 years,"40,000-49,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;R;Bash;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
17803,30-34,Male,Russia,Bachelor’s degree,Data Engineer,1-2 years,"15,000-19,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn)
17804,30-34,Male,Algeria,Master’s degree,Other,3-5 years,"7,500-9,999",edX;DataCamp;University Courses (resulting in a university degree),edX;DataCamp;University Courses (resulting in a university degree)
17806,25-29,Male,India,Bachelor’s degree,Business Analyst,1-2 years,"7,500-9,999",DataQuest;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;DataQuest;Kaggle Courses (i.e. Kaggle Learn)
17808,22-24,Male,Other,Bachelor’s degree,Software Engineer,< 1 years,$0-999,Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;Javascript;Kaggle Courses (i.e. Kaggle Learn);Udemy
17809,22-24,Male,India,Bachelor’s degree,Software Engineer,1-2 years,"5,000-7,499",Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;Kaggle Courses (i.e. Kaggle Learn);Udemy
17810,30-34,Male,India,Master’s degree,Data Scientist,1-2 years,$0-999,Coursera,Python;SQL;Bash;Other;Coursera
17811,25-29,Male,South Korea,Master’s degree,Research Scientist,3-5 years,"10,000-14,999",Coursera,Python;Coursera
17813,40-44,Female,Poland,Master’s degree,Other,< 1 years,"10,000-14,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
17814,22-24,Male,Hong Kong (S.A.R.),Master’s degree,Software Engineer,1-2 years,"40,000-49,999",Coursera,Python;SQL;C;C++;Javascript;Bash;Coursera
17816,22-24,Male,Thailand,Bachelor’s degree,Software Engineer,1-2 years,"1,000-1,999",None,Python;None
17817,22-24,Male,Russia,Master’s degree,Data Scientist,1-2 years,"20,000-24,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
17818,22-24,Male,India,Bachelor’s degree,Data Scientist,1-2 years,"60,000-69,999",Coursera;Udemy,Python;R;SQL;Coursera;Udemy
17821,40-44,Male,India,Master’s degree,Data Scientist,3-5 years,"70,000-79,999",DataCamp,Python;DataCamp
17822,22-24,Male,India,Bachelor’s degree,Software Engineer,1-2 years,"7,500-9,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy,Python;Bash;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy
17824,35-39,Male,Poland,Master’s degree,Data Scientist,10-20 years,$0-999,Coursera;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;University Courses (resulting in a university degree),Python;R;SQL;Coursera;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;University Courses (resulting in a university degree)
17825,25-29,Female,India,Bachelor’s degree,Other,1-2 years,$0-999,Coursera;edX;Udemy,Python;SQL;Coursera;edX;Udemy
17827,55-59,Male,Other,Master’s degree,Software Engineer,1-2 years,$0-999,Coursera,Coursera
17829,35-39,Male,Israel,I prefer not to answer,Software Engineer,< 1 years,"125,000-149,999",None,C;C++;Other;None
17830,25-29,Male,India,Bachelor’s degree,Data Analyst,1-2 years,"3,000-3,999",edX,Python;R;SQL;Javascript;edX
17831,25-29,Female,India,Master’s degree,Software Engineer,< 1 years,"15,000-19,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
17832,30-34,Male,United States of America,Master’s degree,Data Scientist,3-5 years,"150,000-199,999",Udacity;Coursera;DataCamp,Python;SQL;Java;Javascript;Bash;Udacity;Coursera;DataCamp
17834,25-29,Male,India,Bachelor’s degree,Software Engineer,< 1 years,"7,500-9,999",Fast.ai,Python;Javascript;Fast.ai
17835,22-24,Male,Algeria,Master’s degree,Software Engineer,< 1 years,$0-999,Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;SQL;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
17837,25-29,Male,Other,Master’s degree,Other,3-5 years,"10,000-14,999",Coursera;DataQuest;Udemy;University Courses (resulting in a university degree),Python;SQL;Coursera;DataQuest;Udemy;University Courses (resulting in a university degree)
17838,50-54,Male,Brazil,Master’s degree,DBA/Database Engineer,< 1 years,"5,000-7,499",Coursera;edX,Python;R;SQL;Coursera;edX
17839,30-34,Male,United States of America,Master’s degree,Software Engineer,1-2 years,"90,000-99,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;R;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
17842,35-39,Male,France,Doctoral degree,Data Scientist,10-20 years,"60,000-69,999",Coursera;Udemy,Python;R;Coursera;Udemy
17844,25-29,Female,Nigeria,Master’s degree,Data Scientist,3-5 years,"50,000-59,999",Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn),Python;R;SQL;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn)
17845,30-34,Male,Japan,Doctoral degree,Research Scientist,10-20 years,"60,000-69,999",Kaggle Courses (i.e. Kaggle Learn),Python;C;Bash;Kaggle Courses (i.e. Kaggle Learn)
17848,25-29,Male,Germany,Master’s degree,Data Scientist,5-10 years,"60,000-69,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;University Courses (resulting in a university degree),Python;SQL;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;University Courses (resulting in a university degree)
17851,30-34,Male,India,Doctoral degree,Data Engineer,5-10 years,"25,000-29,999",Coursera;DataCamp,Python;SQL;Coursera;DataCamp
17852,18-21,Male,India,Master’s degree,Business Analyst,< 1 years,"3,000-3,999",DataQuest,Python;DataQuest
17853,25-29,Male,Russia,Master’s degree,Software Engineer,1-2 years,"4,000-4,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;SQL;Bash;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
17855,22-24,Male,China,Bachelor’s degree,Software Engineer,3-5 years,"25,000-29,999",Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Java;Javascript;TypeScript;Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn)
17857,18-21,Male,Russia,Master’s degree,Data Engineer,< 1 years,"15,000-19,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
17858,22-24,Male,Israel,Master’s degree,Data Scientist,1-2 years,"7,500-9,999",Coursera,Python;Bash;Coursera
17859,35-39,Male,Poland,Doctoral degree,Data Scientist,1-2 years,"40,000-49,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
17861,25-29,Male,Malaysia,Bachelor’s degree,Business Analyst,< 1 years,"15,000-19,999",DataCamp,Python;R;DataCamp
17862,25-29,Male,Mexico,Bachelor’s degree,Data Analyst,3-5 years,"25,000-29,999",DataCamp;DataQuest;University Courses (resulting in a university degree),Python;R;SQL;Javascript;DataCamp;DataQuest;University Courses (resulting in a university degree)
17864,18-21,Male,India,Bachelor’s degree,Data Scientist,1-2 years,$0-999,Coursera,Python;Coursera
17866,30-34,Male,Hungary,Master’s degree,Data Scientist,5-10 years,"40,000-49,999",None,Python;R;SQL;None
17867,22-24,Female,India,Master’s degree,Data Analyst,< 1 years,"4,000-4,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;Java;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
17871,30-34,Male,Kenya,Bachelor’s degree,Data Engineer,< 1 years,$0-999,edX;DataCamp;Udemy,Python;edX;DataCamp;Udemy
17873,22-24,Male,India,Master’s degree,Data Analyst,1-2 years,$0-999,Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;R;Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
17874,30-34,Male,India,Bachelor’s degree,Other,< 1 years,"5,000-7,499",Coursera;Udemy,Python;Coursera;Udemy
17877,30-34,Female,United States of America,Master’s degree,Data Scientist,1-2 years,$0-999,Kaggle Courses (i.e. Kaggle Learn);Fast.ai;University Courses (resulting in a university degree),Python;R;SQL;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;University Courses (resulting in a university degree)
17883,30-34,Male,United States of America,Doctoral degree,Data Analyst,3-5 years,"60,000-69,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
17887,45-49,Male,Brazil,Bachelor’s degree,Other,< 1 years,"15,000-19,999",None,Python;Java;Bash;None
17891,30-34,Male,Colombia,Doctoral degree,Data Scientist,10-20 years,"25,000-29,999",Coursera;DataCamp;Udemy,Python;SQL;C++;Bash;Coursera;DataCamp;Udemy
17893,25-29,Male,United States of America,Master’s degree,Research Scientist,5-10 years,"80,000-89,999",,Python;Bash;MATLAB;
17897,45-49,Female,United States of America,Master’s degree,Other,5-10 years,"100,000-124,999",,Python;SQL;
17898,25-29,Male,Ukraine,Master’s degree,Data Scientist,1-2 years,"10,000-14,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
17904,60-69,Prefer not to say,Other,I prefer not to answer,Data Analyst,3-5 years,"100,000-124,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;R;SQL;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
17906,45-49,Female,Italy,Professional degree,Research Scientist,3-5 years,"100,000-124,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;MATLAB;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
17912,25-29,Male,Spain,Master’s degree,Data Analyst,1-2 years,"20,000-24,999",Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;R;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
17915,40-44,Male,Spain,Master’s degree,Data Scientist,3-5 years,"20,000-24,999",Coursera;edX;DataCamp,Python;R;SQL;Bash;Coursera;edX;DataCamp
17918,25-29,Male,Japan,Master’s degree,Software Engineer,3-5 years,"30,000-39,999",University Courses (resulting in a university degree),Python;C;Java;Bash;University Courses (resulting in a university degree)
17919,30-34,Male,India,Bachelor’s degree,Software Engineer,< 1 years,"10,000-14,999",Udemy;University Courses (resulting in a university degree),Udemy;University Courses (resulting in a university degree)
17921,30-34,Male,Russia,Master’s degree,Data Scientist,5-10 years,"40,000-49,999",Coursera,Python;SQL;C;C++;Other;Coursera
17924,30-34,Male,France,Master’s degree,Data Scientist,3-5 years,"50,000-59,999",Coursera,Python;SQL;Coursera
17926,60-69,Male,Greece,Master’s degree,Research Scientist,1-2 years,"15,000-19,999",Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree),Python;SQL;MATLAB;Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree)
17927,25-29,Male,Greece,Master’s degree,Data Analyst,1-2 years,"30,000-39,999",DataCamp,DataCamp
17930,25-29,Male,Argentina,Bachelor’s degree,Data Scientist,< 1 years,"10,000-14,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;Javascript;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
17933,30-34,Male,Austria,Doctoral degree,Data Scientist,1-2 years,$0-999,Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree),Python;Bash;Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree)
17934,35-39,Male,Brazil,Bachelor’s degree,Software Engineer,< 1 years,"25,000-29,999",Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;SQL;Java;Javascript;TypeScript;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
17938,25-29,Female,Saudi Arabia,Bachelor’s degree,Data Analyst,1-2 years,"50,000-59,999",Udacity;Udemy,R;SQL;Udacity;Udemy
17941,22-24,Male,India,Bachelor’s degree,Software Engineer,< 1 years,"5,000-7,499",Coursera;Udemy;LinkedIn Learning,Python;SQL;Bash;Coursera;Udemy;LinkedIn Learning
17942,22-24,Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist,1-2 years,"20,000-24,999",University Courses (resulting in a university degree),Python;C++;University Courses (resulting in a university degree)
17943,30-34,Male,United States of America,Doctoral degree,Data Scientist,5-10 years,"100,000-124,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;SQL;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
17944,30-34,Male,India,Bachelor’s degree,Business Analyst,3-5 years,"5,000-7,499",edX;DataCamp;Udemy;LinkedIn Learning,Python;R;edX;DataCamp;Udemy;LinkedIn Learning
17945,22-24,Female,Russia,Master’s degree,Data Scientist,1-2 years,"15,000-19,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn)
17946,35-39,Female,India,Bachelor’s degree,Software Engineer,< 1 years,"1,000-1,999",Coursera;DataCamp;Fast.ai;Udemy,Python;Coursera;DataCamp;Fast.ai;Udemy
17948,25-29,Male,Other,Master’s degree,Data Scientist,1-2 years,"4,000-4,999",edX;DataCamp,Python;R;SQL;Java;Other;edX;DataCamp
17949,30-34,Male,India,Bachelor’s degree,Data Analyst,5-10 years,"20,000-24,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai,Python;R;SQL;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai
17950,35-39,Male,France,Master’s degree,Data Analyst,< 1 years,"25,000-29,999",Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Kaggle Courses (i.e. Kaggle Learn)
17951,45-49,Male,United States of America,Doctoral degree,Other,1-2 years,"300,000-500,000",Coursera;edX,Python;Coursera;edX
17953,22-24,Male,United States of America,Bachelor’s degree,Software Engineer,< 1 years,"60,000-69,999",Udemy,Python;Javascript;Udemy
17958,45-49,Male,Brazil,Doctoral degree,Product/Project Manager,3-5 years,$0-999,Coursera;edX,Python;R;C;Coursera;edX
17960,22-24,Male,India,Bachelor’s degree,Data Analyst,< 1 years,"4,000-4,999",Udemy,SQL;Other;Udemy
17962,35-39,Male,United States of America,Some college/university study without earning a bachelor’s degree,Product/Project Manager,3-5 years,"70,000-79,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;R;Other;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
17963,22-24,Male,Russia,Bachelor’s degree,Data Analyst,3-5 years,"25,000-29,999",Coursera,Python;C++;Coursera
17964,30-34,Male,Italy,Master’s degree,Software Engineer,1-2 years,"60,000-69,999",Coursera;edX;Kaggle Courses (i.e. Kaggle Learn),SQL;Javascript;Bash;Other;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn)
17967,22-24,Male,India,Master’s degree,Software Engineer,3-5 years,"4,000-4,999",Kaggle Courses (i.e. Kaggle Learn),Python;SQL;C++;Javascript;TypeScript;Bash;Kaggle Courses (i.e. Kaggle Learn)
17969,25-29,Male,Brazil,Bachelor’s degree,Data Scientist,5-10 years,"25,000-29,999",University Courses (resulting in a university degree),University Courses (resulting in a university degree)
17970,25-29,Male,India,Master’s degree,Other,1-2 years,"25,000-29,999",Coursera;edX;DataCamp;University Courses (resulting in a university degree),Python;R;SQL;Coursera;edX;DataCamp;University Courses (resulting in a university degree)
17971,22-24,Male,Morocco,Master’s degree,Data Scientist,1-2 years,"15,000-19,999",Coursera,Python;Coursera
17973,50-54,Male,Israel,Master’s degree,Data Scientist,20+ years,"100,000-124,999",DataCamp;Udemy;LinkedIn Learning,Python;R;SQL;DataCamp;Udemy;LinkedIn Learning
17974,45-49,Male,United States of America,Professional degree,Software Engineer,< 1 years,"125,000-149,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy,Python;Javascript;TypeScript;Bash;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy
17975,25-29,Male,Canada,Master’s degree,Data Scientist,10-20 years,$0-999,None,Python;Java;None
17977,25-29,Male,Spain,Master’s degree,Business Analyst,3-5 years,"15,000-19,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning,Python;R;SQL;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning
17980,35-39,Male,United States of America,Bachelor’s degree,Data Engineer,5-10 years,"150,000-199,999",Udemy,Python;SQL;Udemy
17985,35-39,Male,United States of America,Master’s degree,Business Analyst,I have never written code,"100,000-124,999",Kaggle Courses (i.e. Kaggle Learn);Udemy,Kaggle Courses (i.e. Kaggle Learn);Udemy
17986,22-24,Male,Poland,Master’s degree,Data Analyst,1-2 years,"1,000-1,999",edX;DataCamp;Udemy,Python;SQL;edX;DataCamp;Udemy
17988,22-24,Male,India,Bachelor’s degree,Software Engineer,1-2 years,"3,000-3,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;Java;Coursera;Kaggle Courses (i.e. Kaggle Learn)
17990,50-54,Male,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,"60,000-69,999",Coursera;edX;DataCamp,Python;SQL;Java;Javascript;Other;Coursera;edX;DataCamp
17992,30-34,Female,Republic of Korea,Doctoral degree,Data Analyst,3-5 years,"2,000-2,999",None,R;None
17995,25-29,Male,Sweden,Master’s degree,Data Scientist,3-5 years,"50,000-59,999",Coursera;DataCamp;University Courses (resulting in a university degree),Python;R;SQL;Bash;Coursera;DataCamp;University Courses (resulting in a university degree)
17998,40-44,Female,United States of America,Master’s degree,Data Engineer,10-20 years,"125,000-149,999",Udacity;Coursera;Udemy;LinkedIn Learning,Python;Bash;Udacity;Coursera;Udemy;LinkedIn Learning
17999,25-29,Male,Poland,Bachelor’s degree,Data Analyst,3-5 years,"7,500-9,999",Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
18001,30-34,Male,United States of America,Master’s degree,Data Scientist,5-10 years,"200,000-249,999",Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree),Python;R;SQL;Bash;Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree)
18003,30-34,Male,Israel,Bachelor’s degree,Other,< 1 years,"25,000-29,999",,None;
18006,22-24,Male,Morocco,Master’s degree,Data Scientist,1-2 years,"40,000-49,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
18007,35-39,Male,South Korea,Bachelor’s degree,Software Engineer,I have never written code,"70,000-79,999",Kaggle Courses (i.e. Kaggle Learn),Kaggle Courses (i.e. Kaggle Learn)
18008,25-29,Male,India,Master’s degree,Business Analyst,3-5 years,"25,000-29,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai,Python;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai
18009,30-34,Male,Germany,Doctoral degree,Data Scientist,10-20 years,"30,000-39,999",Udacity;Coursera;edX,Python;R;Udacity;Coursera;edX
18011,22-24,Male,Other,Master’s degree,Business Analyst,< 1 years,$0-999,Udacity;Coursera;Udemy;University Courses (resulting in a university degree),Python;R;SQL;Javascript;Udacity;Coursera;Udemy;University Courses (resulting in a university degree)
18012,35-39,Male,China,Doctoral degree,Software Engineer,5-10 years,"25,000-29,999",Coursera;edX,Python;C;C++;Coursera;edX
18013,50-54,Female,United States of America,Master’s degree,Business Analyst,1-2 years,"100,000-124,999",DataCamp;Udemy,Python;DataCamp;Udemy
18015,25-29,Male,Viet Nam,Bachelor’s degree,Data Scientist,5-10 years,"10,000-14,999",None,Python;C;C++;None
18016,25-29,Male,India,Bachelor’s degree,Data Analyst,< 1 years,"5,000-7,499",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);LinkedIn Learning,Python;R;SQL;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);LinkedIn Learning
18020,30-34,Male,Thailand,Master’s degree,Product/Project Manager,< 1 years,"60,000-69,999",Coursera,Python;C++;Java;Javascript;Coursera
18024,22-24,Male,Indonesia,Bachelor’s degree,Data Analyst,< 1 years,"5,000-7,499",Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;SQL;Kaggle Courses (i.e. Kaggle Learn);Udemy
