Age,Gender,Country,Formal_Education,Position,Years_Coding,Salary
27.0,Male,Bangladesh,Master’s degree,Software Engineer,10.0,8749.5
27.0,Female,Brazil,Master’s degree,Data Analyst,2.0,17499.5
47.0,Male,Germany,Doctoral degree,Data Scientist,5.0,1499.5
42.0,Male,United States of America,Doctoral degree,Research Scientist,20.0,174999.5
23.0,Male,Indonesia,Master’s degree,Data Engineer,5.0,1499.5
42.0,Male,Germany,Some college/university study without earning a bachelor’s degree,Data Scientist,5.0,112499.5
23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,12499.5
23.0,Female,India,Master’s degree,Other,5.0,12499.5
37.0,Male,Japan,Master’s degree,Data Scientist,5.0,12499.5
42.0,Male,Belgium,Bachelor’s degree,Data Analyst,5.0,94999.5
42.0,Female,Malaysia,Doctoral degree,Data Analyst,2.0,17499.5
42.0,Male,United States of America,Master’s degree,Data Scientist,10.0,137499.5
32.0,Male,Chile,Bachelor’s degree,Data Analyst,10.0,22499.5
52.0,Male,Other,Doctoral degree,Research Scientist,10.0,1499.5
32.0,Female,India,Bachelor’s degree,Data Analyst,2.0,1499.5
32.0,Male,India,Master’s degree,Data Scientist,5.0,2499.5
27.0,Female,Australia,Bachelor’s degree,Data Scientist,2.0,3499.5
27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,34999.5
37.0,Female,Israel,Bachelor’s degree,Software Engineer,10.0,44999.5
27.0,Male,Taiwan,Master’s degree,Data Scientist,5.0,34999.5
37.0,Female,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,2.0,12499.5
37.0,Male,Nigeria,Master’s degree,Data Analyst,5.0,6249.5
19.5,Male,United States of America,Bachelor’s degree,Research Scientist,5.0,54999.5
37.0,Male,Spain,Doctoral degree,Data Scientist,10.0,54999.5
52.0,Male,Colombia,Master’s degree,Research Scientist,5.0,22499.5
32.0,Male,India,Bachelor’s degree,Software Engineer,5.0,27499.5
32.0,Male,South Korea,Professional degree,Data Scientist,5.0,44999.5
32.0,Male,India,Professional degree,Other,2.0,1499.5
23.0,Male,Bangladesh,Bachelor’s degree,Software Engineer,5.0,6249.5
32.0,Male,India,Bachelor’s degree,Software Engineer,10.0,17499.5
27.0,Male,Japan,Master’s degree,Other,2.0,44999.5
27.0,Female,India,Master’s degree,Business Analyst,5.0,17499.5
37.0,Male,Japan,Doctoral degree,Data Engineer,10.0,12499.5
42.0,Male,Other,Master’s degree,Product/Project Manager,2.0,112499.5
27.0,Male,Pakistan,Bachelor’s degree,Data Scientist,2.0,12499.5
37.0,Male,China,Bachelor’s degree,Software Engineer,20.0,94999.5
42.0,Male,India,Bachelor’s degree,Data Scientist,5.0,8749.5
27.0,Male,India,Master’s degree,Data Scientist,5.0,8749.5
32.0,Male,Poland,Master’s degree,Other,2.0,17499.5
27.0,Male,Japan,Bachelor’s degree,Data Scientist,2.0,54999.5
27.0,Male,China,Bachelor’s degree,Other,5.0,3499.5
23.0,Female,China,Master’s degree,Product/Project Manager,2.0,6249.5
37.0,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,10.0,44999.5
42.0,Male,Spain,Master’s degree,Data Scientist,2.0,34999.5
32.0,Male,Israel,Master’s degree,Data Scientist,10.0,84999.5
42.0,Male,Russia,Professional degree,Research Scientist,0.0,22499.5
23.0,Male,Ukraine,Some college/university study without earning a bachelor’s degree,Software Engineer,2.0,1499.5
27.0,Male,Netherlands,Master’s degree,Data Scientist,10.0,34999.5
23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,8749.5
27.0,Male,Australia,Master’s degree,Software Engineer,5.0,64999.5
37.0,Male,Denmark,Doctoral degree,Data Scientist,10.0,112499.5
23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,6249.5
27.0,Male,France,Doctoral degree,Data Scientist,2.0,17499.5
27.0,Male,India,Bachelor’s degree,Business Analyst,10.0,34999.5
27.0,Female,India,Master’s degree,Data Analyst,2.0,8749.5
27.0,Male,Italy,Bachelor’s degree,Software Engineer,2.0,27499.5
27.0,Female,Germany,Master’s degree,Data Scientist,2.0,84999.5
23.0,Male,India,Bachelor’s degree,Data Analyst,5.0,27499.5
32.0,Male,India,Master’s degree,Data Scientist,20.0,224999.5
52.0,Male,Taiwan,Bachelor’s degree,Research Scientist,20.0,3499.5
23.0,Male,Spain,Master’s degree,Data Scientist,2.0,1499.5
27.0,Male,Turkey,Doctoral degree,Research Scientist,5.0,12499.5
32.0,Male,India,Bachelor’s degree,Software Engineer,5.0,12499.5
47.0,Male,Austria,Master’s degree,Software Engineer,10.0,112499.5
23.0,Male,France,Master’s degree,Data Scientist,5.0,34999.5
32.0,Male,Japan,Some college/university study without earning a bachelor’s degree,Data Scientist,2.0,6249.5
32.0,Male,Portugal,Doctoral degree,Data Scientist,10.0,27499.5
47.0,Male,France,Master’s degree,Data Engineer,5.0,27499.5
27.0,Male,United States of America,Master’s degree,Other,5.0,17499.5
47.0,Female,Ireland,Professional degree,Other,0.0,84999.5
42.0,Male,India,Master’s degree,Software Engineer,10.0,17499.5
23.0,Female,Romania,Master’s degree,Data Scientist,5.0,12499.5
27.0,Male,Pakistan,Bachelor’s degree,Software Engineer,5.0,137499.5
27.0,Male,India,Bachelor’s degree,Software Engineer,2.0,12499.5
23.0,Male,India,Bachelor’s degree,Other,2.0,6249.5
23.0,Female,Indonesia,Bachelor’s degree,Other,5.0,3499.5
27.0,Male,India,Master’s degree,Data Analyst,0.0,1499.5
42.0,Male,India,Master’s degree,Data Scientist,2.0,22499.5
27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,34999.5
32.0,Male,France,Master’s degree,Other,10.0,137499.5
27.0,Male,Thailand,Master’s degree,Data Scientist,2.0,3499.5
27.0,Female,India,Bachelor’s degree,Data Scientist,5.0,17499.5
27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,22499.5
23.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,5.0,44999.5
27.0,Male,India,Bachelor’s degree,Data Scientist,2.0,1499.5
19.5,Male,India,Bachelor’s degree,Data Scientist,2.0,1499.5
37.0,Male,Germany,Master’s degree,Product/Project Manager,0.0,94999.5
27.0,Male,India,Master’s degree,Business Analyst,2.0,17499.5
52.0,Prefer not to say,Japan,Doctoral degree,Software Engineer,20.0,54999.5
27.0,Male,India,Bachelor’s degree,Product/Project Manager,5.0,12499.5
27.0,Male,United States of America,Bachelor’s degree,Data Scientist,2.0,22499.5
52.0,Male,China,Doctoral degree,Research Scientist,5.0,34999.5
32.0,Male,Italy,Some college/university study without earning a bachelor’s degree,Other,2.0,22499.5
37.0,Male,France,Master’s degree,Data Scientist,10.0,74999.5
32.0,Male,India,Master’s degree,Statistician,5.0,34999.5
52.0,Female,United States of America,Master’s degree,Data Analyst,20.0,112499.5
27.0,Male,Italy,Master’s degree,Data Scientist,5.0,34999.5
27.0,Male,Russia,Doctoral degree,Research Scientist,5.0,2499.5
47.0,Male,India,Master’s degree,Data Analyst,10.0,8749.5
23.0,Male,India,Bachelor’s degree,Software Engineer,5.0,6249.5
27.0,Male,Germany,Master’s degree,Software Engineer,2.0,54999.5
23.0,Male,Norway,Bachelor’s degree,Software Engineer,2.0,44999.5
23.0,Male,India,Master’s degree,Data Scientist,2.0,1499.5
32.0,Male,Brazil,Master’s degree,Data Scientist,2.0,22499.5
27.0,Male,India,Bachelor’s degree,Software Engineer,2.0,6249.5
23.0,Male,United States of America,Master’s degree,Data Analyst,5.0,84999.5
32.0,Male,Switzerland,Master’s degree,Data Scientist,10.0,84999.5
42.0,Male,United States of America,Master’s degree,Other,20.0,224999.5
23.0,Male,India,Master’s degree,Data Scientist,2.0,8749.5
32.0,Male,Brazil,Bachelor’s degree,Business Analyst,2.0,54999.5
32.0,Male,China,Bachelor’s degree,Other,5.0,34999.5
47.0,Male,Singapore,Professional degree,Software Engineer,20.0,112499.5
27.0,Prefer not to say,Japan,Master’s degree,Software Engineer,2.0,54999.5
37.0,Male,Russia,Master’s degree,Data Scientist,5.0,112499.5
32.0,Male,Russia,Professional degree,Business Analyst,2.0,3499.5
27.0,Female,India,Bachelor’s degree,Business Analyst,2.0,8749.5
32.0,Male,India,I prefer not to answer,Data Scientist,5.0,22499.5
27.0,Male,Germany,Bachelor’s degree,Software Engineer,10.0,74999.5
27.0,Male,Belgium,Master’s degree,Data Scientist,10.0,34999.5
27.0,Male,Japan,Master’s degree,Research Scientist,2.0,64999.5
27.0,Male,Ireland,Bachelor’s degree,Software Engineer,2.0,12499.5
23.0,Male,United States of America,Bachelor’s degree,Business Analyst,5.0,64999.5
37.0,Male,India,Master’s degree,Business Analyst,0.0,2499.5
27.0,Prefer not to say,Ukraine,Master’s degree,Data Scientist,10.0,6249.5
37.0,Male,Brazil,Master’s degree,Data Scientist,2.0,3499.5
23.0,Female,India,Master’s degree,Software Engineer,2.0,17499.5
23.0,Male,Portugal,Master’s degree,Research Scientist,2.0,12499.5
32.0,Male,China,Bachelor’s degree,Data Scientist,10.0,84999.5
23.0,Male,Russia,Bachelor’s degree,Data Scientist,2.0,8749.5
23.0,Female,Colombia,Master’s degree,Product/Project Manager,5.0,3499.5
27.0,Male,France,Master’s degree,Product/Project Manager,5.0,54999.5
32.0,Male,United States of America,Bachelor’s degree,Data Analyst,5.0,94999.5
23.0,Prefer not to say,Italy,Master’s degree,Data Analyst,2.0,27499.5
37.0,Male,Hungary,Doctoral degree,Data Analyst,2.0,34999.5
27.0,Male,India,Bachelor’s degree,Software Engineer,10.0,17499.5
32.0,Male,United States of America,Professional degree,Data Scientist,20.0,174999.5
37.0,Male,Other,Master’s degree,Product/Project Manager,2.0,64999.5
27.0,Male,Singapore,Master’s degree,Data Scientist,2.0,74999.5
42.0,Male,Viet Nam,Master’s degree,DBA/Database Engineer,5.0,12499.5
37.0,Male,Nigeria,Master’s degree,Data Analyst,2.0,54999.5
27.0,Male,Taiwan,Master’s degree,Data Scientist,2.0,34999.5
37.0,Male,United States of America,Master’s degree,Data Scientist,2.0,94999.5
47.0,Male,Spain,Doctoral degree,Research Scientist,20.0,44999.5
42.0,Male,France,Master’s degree,Data Analyst,2.0,34999.5
23.0,Male,India,Bachelor’s degree,Data Engineer,2.0,27499.5
47.0,Male,Germany,Some college/university study without earning a bachelor’s degree,Data Scientist,20.0,94999.5
32.0,Male,Canada,Bachelor’s degree,Other,0.0,44999.5
42.0,Male,Poland,Master’s degree,Software Engineer,2.0,34999.5
27.0,Male,Canada,Doctoral degree,Research Scientist,5.0,64999.5
57.0,Male,United States of America,Bachelor’s degree,Data Analyst,10.0,174999.5
27.0,Male,Russia,Bachelor’s degree,Data Scientist,2.0,12499.5
32.0,Male,Russia,Master’s degree,Data Scientist,2.0,22499.5
27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,17499.5
47.0,Male,Turkey,Bachelor’s degree,Data Scientist,5.0,54999.5
57.0,Male,Netherlands,Bachelor’s degree,Data Scientist,10.0,54999.5
27.0,Prefer not to say,India,Bachelor’s degree,Software Engineer,20.0,27499.5
42.0,Male,United States of America,Master’s degree,Product/Project Manager,10.0,137499.5
57.0,Prefer not to say,Other,Doctoral degree,Product/Project Manager,10.0,137499.5
27.0,Male,Russia,Professional degree,Other,2.0,1499.5
27.0,Male,India,Bachelor’s degree,Data Analyst,2.0,4499.5
27.0,Male,Brazil,Bachelor’s degree,Data Scientist,5.0,1499.5
27.0,Male,Argentina,Bachelor’s degree,Data Scientist,2.0,12499.5
47.0,Male,Belgium,Master’s degree,Software Engineer,20.0,64999.5
57.0,Male,United States of America,Master’s degree,Other,20.0,174999.5
23.0,Male,"Iran, Islamic Republic of...",Bachelor’s degree,Software Engineer,2.0,12499.5
37.0,Male,United States of America,Master’s degree,Data Engineer,10.0,137499.5
23.0,Male,Belarus,Master’s degree,Data Scientist,2.0,12499.5
42.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,2.0,44999.5
64.5,Male,Belgium,Master’s degree,Software Engineer,2.0,12499.5
27.0,Prefer not to say,France,Master’s degree,Software Engineer,5.0,2499.5
27.0,Male,France,Master’s degree,Data Scientist,2.0,1499.5
27.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,137499.5
32.0,Female,Canada,Bachelor’s degree,Other,0.0,44999.5
23.0,Male,Romania,Master’s degree,Data Scientist,5.0,1499.5
42.0,Male,China,Master’s degree,Software Engineer,5.0,6249.5
32.0,Male,Ukraine,No formal education past high school,Data Scientist,2.0,22499.5
42.0,Male,France,Master’s degree,Software Engineer,0.0,74999.5
32.0,Male,Russia,Master’s degree,Software Engineer,2.0,22499.5
27.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,137499.5
27.0,Male,Japan,Master’s degree,Software Engineer,2.0,64999.5
37.0,Male,Czech Republic,Master’s degree,Research Scientist,5.0,2499.5
37.0,Male,Japan,Doctoral degree,Research Scientist,20.0,64999.5
27.0,Male,India,Bachelor’s degree,Business Analyst,5.0,22499.5
27.0,Male,United States of America,Bachelor’s degree,Software Engineer,2.0,84999.5
32.0,Male,Russia,Master’s degree,Data Scientist,20.0,44999.5
32.0,Female,Spain,Master’s degree,Data Analyst,5.0,1499.5
27.0,Male,Japan,Master’s degree,Data Scientist,5.0,54999.5
37.0,Male,Chile,Professional degree,Data Engineer,10.0,8749.5
27.0,Male,United States of America,Master’s degree,Statistician,5.0,74999.5
37.0,Male,United States of America,Master’s degree,Data Scientist,10.0,137499.5
32.0,Male,United States of America,Doctoral degree,Research Scientist,2.0,44999.5
23.0,Male,India,Bachelor’s degree,Data Scientist,5.0,27499.5
32.0,Male,Brazil,Some college/university study without earning a bachelor’s degree,Other,5.0,12499.5
19.5,Male,China,I prefer not to answer,Other,5.0,6249.5
23.0,Male,Brazil,Master’s degree,Data Scientist,2.0,54999.5
32.0,Male,United States of America,Professional degree,Data Analyst,5.0,112499.5
52.0,Male,Argentina,Master’s degree,Data Scientist,5.0,54999.5
47.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Scientist,5.0,2499.5
37.0,Male,Japan,Doctoral degree,Research Scientist,5.0,54999.5
27.0,Male,Japan,Master’s degree,Data Scientist,2.0,44999.5
27.0,Male,Canada,Master’s degree,Data Scientist,10.0,64999.5
37.0,Male,Brazil,Bachelor’s degree,Data Scientist,10.0,27499.5
42.0,Male,India,Doctoral degree,Research Scientist,10.0,64999.5
27.0,Male,India,Master’s degree,Data Scientist,10.0,54999.5
27.0,Male,India,Master’s degree,Software Engineer,0.0,34999.5
27.0,Prefer not to say,China,Master’s degree,Data Analyst,5.0,112499.5
27.0,Female,United States of America,Master’s degree,Data Engineer,10.0,174999.5
32.0,Male,Romania,Bachelor’s degree,Data Scientist,5.0,34999.5
27.0,Female,India,Bachelor’s degree,Data Scientist,5.0,8749.5
37.0,Male,India,Master’s degree,Data Engineer,20.0,27499.5
37.0,Male,Japan,Master’s degree,Data Scientist,5.0,94999.5
32.0,Male,Japan,Master’s degree,Software Engineer,5.0,84999.5
37.0,Male,China,Bachelor’s degree,Software Engineer,2.0,27499.5
19.5,Male,Russia,Bachelor’s degree,Data Scientist,2.0,12499.5
32.0,Male,Japan,Master’s degree,Data Engineer,2.0,64999.5
32.0,Male,Indonesia,Master’s degree,Product/Project Manager,2.0,34999.5
23.0,Male,Other,Master’s degree,Business Analyst,2.0,6249.5
23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,12499.5
27.0,Male,India,Bachelor’s degree,Software Engineer,5.0,6249.5
23.0,Male,India,Doctoral degree,Software Engineer,2.0,6249.5
27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,12499.5
27.0,Male,India,Master’s degree,Data Scientist,5.0,34999.5
27.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,10.0,94999.5
32.0,Male,China,Bachelor’s degree,Data Analyst,2.0,12499.5
32.0,Male,China,Master’s degree,Research Scientist,10.0,8749.5
23.0,Female,Thailand,Master’s degree,Other,2.0,6249.5
37.0,Male,France,Master’s degree,Product/Project Manager,0.0,112499.5
27.0,Female,Germany,Master’s degree,Research Scientist,2.0,34999.5
47.0,Male,Pakistan,Master’s degree,Other,0.0,2499.5
27.0,Male,India,Bachelor’s degree,Data Analyst,5.0,17499.5
27.0,Male,Pakistan,Master’s degree,Software Engineer,2.0,1499.5
32.0,Male,Singapore,Master’s degree,Data Scientist,10.0,137499.5
27.0,Female,Germany,Doctoral degree,Research Scientist,2.0,34999.5
23.0,Male,India,Master’s degree,Data Scientist,2.0,3499.5
23.0,Male,India,Bachelor’s degree,Data Analyst,2.0,6249.5
32.0,Male,Netherlands,Master’s degree,Data Scientist,5.0,64999.5
32.0,Male,Japan,Bachelor’s degree,Business Analyst,2.0,74999.5
27.0,Male,India,Bachelor’s degree,Software Engineer,2.0,17499.5
32.0,Male,India,Bachelor’s degree,DBA/Database Engineer,10.0,34999.5
27.0,Male,Poland,Master’s degree,Product/Project Manager,10.0,54999.5
47.0,Male,Spain,Bachelor’s degree,Other,2.0,22499.5
27.0,Male,China,Master’s degree,Data Scientist,5.0,22499.5
19.5,Male,Ukraine,Bachelor’s degree,Data Scientist,2.0,6249.5
32.0,Male,China,Master’s degree,Data Scientist,5.0,44999.5
27.0,Male,India,Master’s degree,Data Scientist,5.0,2499.5
32.0,Female,India,Master’s degree,Other,0.0,12499.5
27.0,Male,India,Master’s degree,Data Analyst,2.0,12499.5
27.0,Male,India,Master’s degree,Data Scientist,5.0,17499.5
27.0,Female,Brazil,Master’s degree,Statistician,0.0,4499.5
32.0,Male,Netherlands,Doctoral degree,Research Scientist,10.0,54999.5
27.0,Male,Other,Master’s degree,Data Engineer,2.0,1499.5
23.0,Male,India,Bachelor’s degree,Other,2.0,6249.5
23.0,Male,Pakistan,No formal education past high school,Data Scientist,5.0,1499.5
32.0,Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,5.0,54999.5
32.0,Male,Turkey,Master’s degree,Data Engineer,10.0,34999.5
27.0,Male,Russia,Master’s degree,Data Scientist,2.0,34999.5
32.0,Male,Netherlands,Doctoral degree,Research Scientist,10.0,54999.5
27.0,Male,India,Master’s degree,Data Scientist,5.0,8749.5
27.0,Prefer not to say,Philippines,Master’s degree,Data Analyst,0.0,1499.5
19.5,Female,India,Master’s degree,Business Analyst,2.0,8749.5
32.0,Male,India,Bachelor’s degree,Product/Project Manager,2.0,27499.5
27.0,Female,Kenya,Master’s degree,Data Analyst,2.0,22499.5
23.0,Male,India,Bachelor’s degree,Data Analyst,2.0,4499.5
47.0,Male,India,Master’s degree,Research Scientist,2.0,112499.5
42.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,10.0,12499.5
27.0,Male,Other,Master’s degree,Software Engineer,0.0,17499.5
27.0,Male,Turkey,Master’s degree,Research Scientist,2.0,8749.5
23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,12499.5
27.0,Male,United States of America,Bachelor’s degree,Other,2.0,84999.5
32.0,Male,Kenya,Bachelor’s degree,Data Analyst,10.0,3499.5
37.0,Male,Japan,Bachelor’s degree,Software Engineer,5.0,74999.5
52.0,Female,United States of America,Master’s degree,Statistician,0.0,174999.5
27.0,Male,Hong Kong (S.A.R.),Master’s degree,Data Analyst,2.0,34999.5
32.0,Male,Japan,Doctoral degree,Data Scientist,10.0,84999.5
37.0,Male,Israel,Master’s degree,Data Scientist,10.0,174999.5
32.0,Male,Japan,Doctoral degree,Other,0.0,22499.5
27.0,Female,France,Master’s degree,Data Engineer,2.0,17499.5
42.0,Male,Spain,Master’s degree,Other,5.0,44999.5
27.0,Female,Poland,Master’s degree,Data Scientist,2.0,22499.5
23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,12499.5
37.0,Male,Germany,Master’s degree,Other,2.0,94999.5
37.0,Male,United States of America,Master’s degree,Product/Project Manager,5.0,84999.5
37.0,Male,Israel,Bachelor’s degree,Data Scientist,2.0,94999.5
27.0,Male,Turkey,Master’s degree,Data Scientist,2.0,6249.5
23.0,Male,Hong Kong (S.A.R.),Bachelor’s degree,Business Analyst,2.0,17499.5
32.0,Male,Italy,Master’s degree,Other,2.0,22499.5
37.0,Male,United States of America,Master’s degree,DBA/Database Engineer,5.0,84999.5
32.0,Male,Other,Bachelor’s degree,Software Engineer,5.0,17499.5
37.0,Male,India,Bachelor’s degree,Business Analyst,5.0,44999.5
19.5,Male,Canada,Bachelor’s degree,Data Scientist,2.0,64999.5
19.5,Male,Brazil,Master’s degree,Data Engineer,2.0,8749.5
42.0,Male,United States of America,Master’s degree,Other,20.0,274999.5
27.0,Male,Kenya,Professional degree,Business Analyst,10.0,17499.5
37.0,Male,United States of America,Master’s degree,Other,5.0,84999.5
32.0,Male,Bangladesh,Master’s degree,Software Engineer,2.0,17499.5
27.0,Female,India,Bachelor’s degree,Other,2.0,4499.5
32.0,Male,Turkey,Bachelor’s degree,Software Engineer,5.0,2499.5
32.0,Male,India,Bachelor’s degree,Data Scientist,20.0,94999.5
32.0,Female,Germany,Doctoral degree,Data Scientist,10.0,64999.5
32.0,Male,Canada,Doctoral degree,Data Scientist,10.0,84999.5
27.0,Male,United States of America,Master’s degree,Research Scientist,5.0,137499.5
19.5,Female,Other,No formal education past high school,Data Engineer,5.0,2499.5
32.0,Female,United States of America,Doctoral degree,Product/Project Manager,5.0,112499.5
32.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Scientist,5.0,174999.5
23.0,Male,Colombia,Bachelor’s degree,Data Scientist,2.0,12499.5
37.0,Male,France,Master’s degree,Other,2.0,2499.5
27.0,Female,Russia,Bachelor’s degree,Business Analyst,2.0,27499.5
32.0,Male,Argentina,Master’s degree,Product/Project Manager,2.0,27499.5
32.0,Male,South Africa,Bachelor’s degree,Other,10.0,64999.5
32.0,Female,United States of America,Master’s degree,Data Scientist,5.0,112499.5
57.0,Male,Greece,Master’s degree,Research Scientist,2.0,17499.5
37.0,Male,France,Doctoral degree,Data Scientist,2.0,34999.5
42.0,Male,Colombia,Doctoral degree,Research Scientist,20.0,44999.5
32.0,Male,Poland,Master’s degree,Business Analyst,2.0,17499.5
23.0,Male,Spain,Bachelor’s degree,Data Engineer,10.0,17499.5
37.0,Male,Brazil,Master’s degree,Data Scientist,2.0,54999.5
23.0,Male,Nigeria,Bachelor’s degree,Data Scientist,2.0,74999.5
32.0,Male,Japan,I prefer not to answer,Data Engineer,2.0,54999.5
27.0,Male,United States of America,Bachelor’s degree,Other,5.0,54999.5
37.0,Female,Japan,Bachelor’s degree,Software Engineer,0.0,34999.5
27.0,Male,Canada,Master’s degree,Software Engineer,10.0,64999.5
19.5,Male,Colombia,Professional degree,Software Engineer,5.0,84999.5
42.0,Male,India,Doctoral degree,Data Scientist,5.0,54999.5
32.0,Male,China,Doctoral degree,Research Scientist,10.0,34999.5
23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,8749.5
42.0,Male,Singapore,Bachelor’s degree,Data Scientist,2.0,94999.5
27.0,Male,India,Master’s degree,Other,2.0,4499.5
32.0,Male,Singapore,Master’s degree,Data Scientist,5.0,54999.5
32.0,Male,Singapore,Bachelor’s degree,Data Analyst,5.0,4499.5
37.0,Male,Russia,Professional degree,Other,2.0,34999.5
32.0,Male,Canada,Master’s degree,Data Analyst,2.0,4499.5
27.0,Male,Indonesia,Some college/university study without earning a bachelor’s degree,Software Engineer,10.0,64999.5
23.0,Male,United States of America,Master’s degree,Research Scientist,5.0,74999.5
27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,12499.5
27.0,Male,India,Master’s degree,Research Scientist,2.0,27499.5
27.0,Male,India,Bachelor’s degree,Data Analyst,2.0,1499.5
27.0,Male,Denmark,Doctoral degree,Data Scientist,5.0,137499.5
32.0,Male,China,Master’s degree,Software Engineer,10.0,64999.5
27.0,Male,India,Master’s degree,Data Scientist,5.0,22499.5
27.0,Male,Japan,Master’s degree,Data Scientist,2.0,54999.5
23.0,Male,India,Bachelor’s degree,Research Scientist,5.0,17499.5
27.0,Male,Nigeria,Master’s degree,Data Scientist,2.0,6249.5
27.0,Male,India,Master’s degree,Product/Project Manager,5.0,27499.5
23.0,Female,India,Bachelor’s degree,Data Scientist,2.0,12499.5
23.0,Male,India,Master’s degree,Other,10.0,12499.5
23.0,Male,China,Bachelor’s degree,Software Engineer,5.0,2499.5
37.0,Male,Turkey,Master’s degree,Data Scientist,5.0,22499.5
47.0,Male,Hong Kong (S.A.R.),Doctoral degree,Data Analyst,5.0,3499.5
42.0,Male,Australia,Doctoral degree,Research Scientist,10.0,112499.5
23.0,Male,India,Master’s degree,Software Engineer,2.0,3499.5
27.0,Male,Other,Master’s degree,Data Scientist,2.0,1499.5
37.0,Male,China,Master’s degree,Data Engineer,5.0,64999.5
52.0,Male,Japan,Bachelor’s degree,Product/Project Manager,10.0,112499.5
27.0,Male,India,Bachelor’s degree,Software Engineer,0.0,8749.5
27.0,Male,India,Doctoral degree,Data Engineer,0.0,8749.5
27.0,Female,Russia,Master’s degree,Data Scientist,5.0,12499.5
27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,6249.5
23.0,Male,Netherlands,Master’s degree,Data Scientist,10.0,54999.5
42.0,Male,Republic of Korea,Doctoral degree,Data Scientist,10.0,84999.5
27.0,Female,Hong Kong (S.A.R.),Master’s degree,Data Analyst,2.0,54999.5
23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,4499.5
23.0,Male,China,Bachelor’s degree,Data Engineer,2.0,1499.5
23.0,Male,India,Bachelor’s degree,DBA/Database Engineer,5.0,6249.5
19.5,Male,Other,Master’s degree,Data Analyst,2.0,27499.5
64.5,Male,South Africa,Doctoral degree,Product/Project Manager,20.0,4499.5
27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,17499.5
32.0,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10.0,44999.5
32.0,Male,Russia,Bachelor’s degree,Data Engineer,2.0,17499.5
32.0,Male,Algeria,Master’s degree,Other,5.0,8749.5
27.0,Male,India,Bachelor’s degree,Business Analyst,2.0,8749.5
23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,6249.5
27.0,Male,South Korea,Master’s degree,Research Scientist,5.0,12499.5
23.0,Male,Hong Kong (S.A.R.),Master’s degree,Software Engineer,2.0,44999.5
23.0,Male,Thailand,Bachelor’s degree,Software Engineer,2.0,1499.5
23.0,Male,Russia,Master’s degree,Data Scientist,2.0,22499.5
23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,64999.5
42.0,Male,India,Master’s degree,Data Scientist,5.0,74999.5
23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,8749.5
27.0,Male,India,Bachelor’s degree,Data Analyst,2.0,3499.5
32.0,Male,United States of America,Master’s degree,Data Scientist,5.0,174999.5
27.0,Male,Other,Master’s degree,Other,5.0,12499.5
32.0,Male,United States of America,Master’s degree,Software Engineer,2.0,94999.5
37.0,Male,France,Doctoral degree,Data Scientist,20.0,64999.5
27.0,Female,Nigeria,Master’s degree,Data Scientist,5.0,54999.5
32.0,Male,Japan,Doctoral degree,Research Scientist,20.0,64999.5
27.0,Male,Germany,Master’s degree,Data Scientist,10.0,64999.5
32.0,Male,India,Doctoral degree,Data Engineer,10.0,27499.5
27.0,Male,Russia,Master’s degree,Software Engineer,2.0,4499.5
23.0,Male,China,Bachelor’s degree,Software Engineer,5.0,27499.5
23.0,Male,Israel,Master’s degree,Data Scientist,2.0,8749.5
37.0,Male,Poland,Doctoral degree,Data Scientist,2.0,44999.5
27.0,Male,Mexico,Bachelor’s degree,Data Analyst,5.0,27499.5
32.0,Male,Hungary,Master’s degree,Data Scientist,10.0,44999.5
32.0,Male,United States of America,Doctoral degree,Data Analyst,5.0,64999.5
