,age,gender,country,education,job_title,years_coding,salary,Data_Science_Course,Languages
14391,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,< 1 years,"10,000-14,999",,
14392,30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Data Analyst,< 1 years,"1,000-1,999",None,None
14394,55-59,Man,Brazil,Some college/university study without earning a bachelor’s degree,Other,< 1 years,$0-999,"Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;Julia;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14395,45-49,Man,Spain,Master’s degree,Software Engineer,10-20 years,"80,000-89,999",None,SQL;None
14397,22-24,Man,India,Bachelor’s degree,Data Analyst,1-2 years,$0-999,None,SQL;None
14400,22-24,Woman,Ukraine,Master’s degree,Software Engineer,3-5 years,"15,000-19,999",Kaggle Learn Courses;University Courses (resulting in a university degree),SQL;Bash;Kaggle Learn Courses;University Courses (resulting in a university degree)
14403,18-21,Man,Turkey,No formal education past high school,Data Scientist,< 1 years,$0-999,Kaggle Learn Courses;Udemy,Java;Kaggle Learn Courses;Udemy
14405,30-34,Man,Nigeria,Master’s degree,Research Scientist,I have never written code,$0-999,Udemy,Udemy
14407,35-39,Man,Japan,Bachelor’s degree,Research Scientist,3-5 years,"50,000-59,999",None,R;SQL;C++;Java;Bash;None
14408,30-34,Man,Nigeria,Master’s degree,Data Analyst,I have never written code,$0-999,DataCamp,DataCamp
14409,25-29,Man,Republic of Korea,Master’s degree,Research Scientist,3-5 years,"40,000-49,999",None,None
14410,45-49,Man,Portugal,Bachelor’s degree,Other,< 1 years,"20,000-24,999",,None;
14411,35-39,Man,Other,Master’s degree,Data Analyst,3-5 years,"125,000-149,999",Fast.ai;Udemy;University Courses (resulting in a university degree),SQL;Fast.ai;Udemy;University Courses (resulting in a university degree)
14415,30-34,Man,Brazil,Bachelor’s degree,Product/Project Manager,3-5 years,"15,000-19,999","DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14416,35-39,Man,China,Bachelor’s degree,Business Analyst,1-2 years,"3,000-3,999",edX;Udemy,R;C;C++;MATLAB;edX;Udemy
14417,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,10-20 years,"70,000-79,999",Kaggle Learn Courses;Udacity,SQL;Kaggle Learn Courses;Udacity
14418,30-34,Prefer not to say,United States of America,Master’s degree,Business Analyst,3-5 years,"100,000-124,999",Udemy,SQL;Udemy
14426,30-34,Man,India,Master’s degree,Other,5-10 years,"1,000-1,999",Udemy,R;C;MATLAB;Udemy
14428,35-39,Man,Germany,Master’s degree,Machine Learning Engineer,3-5 years,"20,000-24,999",LinkedIn Learning,SQL;C;C++;Javascript;MATLAB;LinkedIn Learning
14432,25-29,Man,Malaysia,Master’s degree,Data Analyst,3-5 years,"15,000-19,999",University Courses (resulting in a university degree),C;C++;University Courses (resulting in a university degree)
14433,40-44,Woman,United States of America,Doctoral degree,Research Scientist,5-10 years,"70,000-79,999",edX;Udacity;LinkedIn Learning;University Courses (resulting in a university degree),R;Bash;edX;Udacity;LinkedIn Learning;University Courses (resulting in a university degree)
14435,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,5-10 years,"10,000-14,999",Udemy;University Courses (resulting in a university degree),C;C++;MATLAB;Udemy;University Courses (resulting in a university degree)
14436,35-39,Man,Netherlands,Doctoral degree,Research Scientist,10-20 years,"150,000-199,999",University Courses (resulting in a university degree),C++;Javascript;University Courses (resulting in a university degree)
14437,50-54,Man,United States of America,Doctoral degree,Other,20+ years,"250,000-299,999",None,C;C++;MATLAB;None
14439,45-49,Man,Spain,Master’s degree,Software Engineer,20+ years,"30,000-39,999",Kaggle Learn Courses;Udemy;University Courses (resulting in a university degree),SQL;Javascript;Kaggle Learn Courses;Udemy;University Courses (resulting in a university degree)
14442,30-34,Man,Canada,Doctoral degree,Research Scientist,10-20 years,"80,000-89,999",edX;Udacity,C++;Bash;edX;Udacity
14444,30-34,Woman,Taiwan,Master’s degree,Business Analyst,5-10 years,"3,000-3,999",Udemy;LinkedIn Learning,SQL;Udemy;LinkedIn Learning
14450,60-69,Man,Brazil,Bachelor’s degree,Other,I have never written code,"10,000-14,999",edX;Kaggle Learn Courses,edX;Kaggle Learn Courses
14455,18-21,Woman,India,Bachelor’s degree,Data Analyst,3-5 years,$0-999,LinkedIn Learning,SQL;C;LinkedIn Learning
14456,30-34,Woman,Other,Doctoral degree,Machine Learning Engineer,5-10 years,$0-999,Kaggle Learn Courses;Udemy;University Courses (resulting in a university degree),C++;Kaggle Learn Courses;Udemy;University Courses (resulting in a university degree)
14457,40-44,Man,Argentina,Professional degree,Product/Project Manager,3-5 years,$0-999,,C++;MATLAB;
14458,60-69,Man,United States of America,Bachelor’s degree,Product/Project Manager,< 1 years,"150,000-199,999",None,Bash;None
14461,40-44,Man,Italy,Doctoral degree,Data Scientist,10-20 years,"40,000-49,999",Udemy,SQL;Java;Udemy
14462,35-39,Man,Germany,Master’s degree,Data Scientist,3-5 years,"80,000-89,999",edX;DataCamp,edX;DataCamp
14463,60-69,Woman,United States of America,Master’s degree,Product/Project Manager,20+ years,"20,000-24,999",Kaggle Learn Courses,Kaggle Learn Courses
14466,55-59,Man,United States of America,Doctoral degree,Research Scientist,20+ years,"200,000-249,999",,Javascript;
14468,55-59,Man,Brazil,Master’s degree,Other,I have never written code,"50,000-59,999",,
14474,50-54,Man,Switzerland,Master’s degree,Product/Project Manager,3-5 years,"125,000-149,999",Kaggle Learn Courses;DataCamp,None;Kaggle Learn Courses;DataCamp
14475,22-24,Man,Other,Master’s degree,Data Analyst,3-5 years,$0-999,edX;Kaggle Learn Courses;Udemy,SQL;C;edX;Kaggle Learn Courses;Udemy
14477,22-24,Man,France,Master’s degree,Data Engineer,3-5 years,$0-999,University Courses (resulting in a university degree),R;SQL;Java;Bash;MATLAB;University Courses (resulting in a university degree)
14480,50-54,Man,Germany,Master’s degree,Data Scientist,20+ years,"60,000-69,999",University Courses (resulting in a university degree),R;SQL;Javascript;Julia;Bash;University Courses (resulting in a university degree)
14482,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"90,000-99,999",Udacity,SQL;Udacity
14483,45-49,Man,Chile,Bachelor’s degree,Software Engineer,5-10 years,"30,000-39,999",Kaggle Learn Courses,SQL;Java;Kaggle Learn Courses
14485,30-34,Man,Israel,Master’s degree,Data Scientist,5-10 years,"90,000-99,999",edX;DataCamp;Udemy;LinkedIn Learning;University Courses (resulting in a university degree),R;SQL;edX;DataCamp;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
14486,35-39,Man,Australia,Master’s degree,Research Scientist,1-2 years,"50,000-59,999",Udacity;Udemy,R;C;Javascript;MATLAB;Udacity;Udemy
14497,25-29,Man,South Africa,Bachelor’s degree,Other,< 1 years,"15,000-19,999",,
14499,40-44,Prefer not to say,United States of America,I prefer not to answer,Data Engineer,10-20 years,"300,000-500,000",DataCamp,SQL;Javascript;DataCamp
14500,35-39,Man,United States of America,Master’s degree,Machine Learning Engineer,10-20 years,"100,000-124,999",edX;DataCamp;Fast.ai;Udacity,R;SQL;Julia;Bash;edX;DataCamp;Fast.ai;Udacity
14501,22-24,Woman,Nigeria,Bachelor’s degree,Data Scientist,< 1 years,$0-999,Udacity,SQL;Udacity
14504,40-44,Man,Egypt,Doctoral degree,Data Analyst,< 1 years,"1,000-1,999",Kaggle Learn Courses,R;Kaggle Learn Courses
14505,45-49,Man,Singapore,Bachelor’s degree,Software Engineer,I have never written code,"100,000-124,999",None,None
14506,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,3-5 years,"40,000-49,999",Udemy,SQL;Udemy
14507,35-39,Man,Other,Master’s degree,Other,1-2 years,"70,000-79,999",Kaggle Learn Courses;DataCamp;Udemy;University Courses (resulting in a university degree),R;Kaggle Learn Courses;DataCamp;Udemy;University Courses (resulting in a university degree)
14509,30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Business Analyst,5-10 years,"5,000-7,499",edX;DataCamp;Udemy,edX;DataCamp;Udemy
14510,35-39,Man,Argentina,Master’s degree,Data Analyst,5-10 years,"10,000-14,999",Kaggle Learn Courses;DataCamp;LinkedIn Learning,R;SQL;Kaggle Learn Courses;DataCamp;LinkedIn Learning
14511,30-34,Man,Russia,Master’s degree,Other,10-20 years,"60,000-69,999",Kaggle Learn Courses;DataCamp;Udemy,SQL;Javascript;Bash;Kaggle Learn Courses;DataCamp;Udemy
14513,18-21,Man,India,Master’s degree,Business Analyst,1-2 years,$0-999,edX,R;C;C++;MATLAB;edX
14514,30-34,Man,Nigeria,Bachelor’s degree,Research Scientist,I have never written code,$0-999,edX;DataCamp;Udemy;LinkedIn Learning,edX;DataCamp;Udemy;LinkedIn Learning
14515,50-54,Man,Australia,Master’s degree,Other,20+ years,"100,000-124,999",University Courses (resulting in a university degree),University Courses (resulting in a university degree)
14518,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,20+ years,"150,000-199,999",Udemy,R;Udemy
14519,25-29,Woman,"Iran, Islamic Republic of...",Doctoral degree,Data Analyst,1-2 years,"3,000-3,999",Udemy;University Courses (resulting in a university degree),SQL;Udemy;University Courses (resulting in a university degree)
14520,40-44,Man,Israel,Doctoral degree,Research Scientist,10-20 years,"20,000-24,999",DataCamp,DataCamp
14522,50-54,Man,Belgium,Master’s degree,Other,20+ years,"50,000-59,999",None,SQL;None
14523,22-24,Man,India,Master’s degree,Machine Learning Engineer,< 1 years,$0-999,University Courses (resulting in a university degree),MATLAB;University Courses (resulting in a university degree)
14526,30-34,Woman,Switzerland,Master’s degree,Research Scientist,10-20 years,"25,000-29,999",Kaggle Learn Courses;University Courses (resulting in a university degree),Kaggle Learn Courses;University Courses (resulting in a university degree)
14527,25-29,Man,United States of America,Bachelor’s degree,Other,< 1 years,"30,000-39,999",edX;Kaggle Learn Courses,edX;Kaggle Learn Courses
14528,35-39,Man,Spain,Doctoral degree,Data Scientist,10-20 years,"50,000-59,999",DataCamp;Udacity,DataCamp;Udacity
14534,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,10-20 years,"50,000-59,999",Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning,R;SQL;Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning
14535,22-24,Man,Spain,Master’s degree,Machine Learning Engineer,3-5 years,"40,000-49,999",Kaggle Learn Courses;Udacity;Udemy,Javascript;Bash;Kaggle Learn Courses;Udacity;Udemy
14536,22-24,Man,Nigeria,Bachelor’s degree,Other,1-2 years,"3,000-3,999","edX;Kaggle Learn Courses;DataCamp;Udacity;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","edX;Kaggle Learn Courses;DataCamp;Udacity;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14537,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Product/Project Manager,3-5 years,"40,000-49,999",Kaggle Learn Courses;DataCamp;Udemy,Kaggle Learn Courses;DataCamp;Udemy
14538,45-49,Man,Turkey,Master’s degree,Data Scientist,5-10 years,$0-999,edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree),edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree)
14543,45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,< 1 years,"90,000-99,999",DataCamp;Udemy;LinkedIn Learning,SQL;MATLAB;DataCamp;Udemy;LinkedIn Learning
14546,25-29,Man,India,Master’s degree,Business Analyst,3-5 years,"20,000-24,999",Kaggle Learn Courses;Udemy,Kaggle Learn Courses;Udemy
14550,25-29,Man,India,Master’s degree,Data Scientist,5-10 years,"30,000-39,999",DataCamp;Udemy;LinkedIn Learning,R;SQL;DataCamp;Udemy;LinkedIn Learning
14551,30-34,Woman,Other,Master’s degree,Data Scientist,3-5 years,"1,000-1,999",edX;Udemy;University Courses (resulting in a university degree),R;SQL;edX;Udemy;University Courses (resulting in a university degree)
14552,22-24,Man,Saudi Arabia,Master’s degree,Data Scientist,3-5 years,"60,000-69,999",,
14553,55-59,Woman,Brazil,Professional degree,Product/Project Manager,20+ years,"1,000-1,999",Udemy,R;SQL;Javascript;Udemy
14554,35-39,Man,Brazil,Bachelor’s degree,Software Engineer,10-20 years,"20,000-24,999",Udacity;Udemy,SQL;Javascript;Udacity;Udemy
14555,35-39,Man,Taiwan,Some college/university study without earning a bachelor’s degree,Product/Project Manager,I have never written code,"15,000-19,999",Udemy,Udemy
14556,45-49,Man,Israel,Doctoral degree,Data Scientist,20+ years,"125,000-149,999",edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;University Courses (resulting in a university degree),R;SQL;edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;University Courses (resulting in a university degree)
14559,25-29,Woman,India,Master’s degree,Software Engineer,1-2 years,$0-999,Kaggle Learn Courses;LinkedIn Learning,Kaggle Learn Courses;LinkedIn Learning
14560,35-39,Man,United States of America,Bachelor’s degree,Data Engineer,< 1 years,"100,000-124,999",edX,None;edX
14562,35-39,Man,United States of America,Bachelor’s degree,Machine Learning Engineer,10-20 years,"200,000-249,999",,SQL;
14563,25-29,Man,Other,Master’s degree,Data Scientist,< 1 years,$0-999,None,SQL;C;Java;None
14567,30-34,Man,Brazil,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years,"1,000-1,999",edX,SQL;C;edX
14568,22-24,Man,Pakistan,Master’s degree,Machine Learning Engineer,3-5 years,"7,500-9,999",edX;University Courses (resulting in a university degree),SQL;Java;Javascript;MATLAB;edX;University Courses (resulting in a university degree)
14569,25-29,Man,India,Bachelor’s degree,Data Engineer,1-2 years,$0-999,None,SQL;None
14570,35-39,Man,Malaysia,Professional degree,Data Scientist,5-10 years,"150,000-199,999",LinkedIn Learning,R;SQL;C++;LinkedIn Learning
14571,35-39,Man,Mexico,Master’s degree,Data Scientist,10-20 years,"3,000-3,999",edX;DataCamp,R;SQL;Javascript;edX;DataCamp
14572,25-29,Woman,India,Bachelor’s degree,Business Analyst,3-5 years,"7,500-9,999",edX;DataCamp;Udemy;LinkedIn Learning,SQL;edX;DataCamp;Udemy;LinkedIn Learning
14576,22-24,Man,Sri Lanka,Master’s degree,Software Engineer,3-5 years,$0-999,University Courses (resulting in a university degree),SQL;Javascript;University Courses (resulting in a university degree)
14577,40-44,Man,France,Master’s degree,Data Analyst,10-20 years,$0-999,,R;SQL;MATLAB;
14579,40-44,Man,India,Bachelor’s degree,Other,10-20 years,"40,000-49,999","edX;Kaggle Learn Courses;DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","SQL;edX;Kaggle Learn Courses;DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14580,45-49,Man,South Korea,Doctoral degree,Research Scientist,10-20 years,"70,000-79,999",University Courses (resulting in a university degree),SQL;C;C++;Bash;University Courses (resulting in a university degree)
14581,30-34,Man,India,Master’s degree,Product/Project Manager,20+ years,"10,000-14,999",LinkedIn Learning;University Courses (resulting in a university degree),SQL;C;C++;LinkedIn Learning;University Courses (resulting in a university degree)
14582,30-34,Woman,Kenya,Master’s degree,Data Analyst,3-5 years,"2,000-2,999",Udemy,R;Udemy
14585,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years,"10,000-14,999",None,SQL;C++;Javascript;None
14587,25-29,Man,Singapore,Bachelor’s degree,Data Scientist,5-10 years,"40,000-49,999",DataCamp,R;DataCamp
14588,30-34,Man,Brazil,Master’s degree,Business Analyst,< 1 years,"1,000-1,999","Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","R;Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
14589,30-34,Man,Russia,Professional degree,Software Engineer,10-20 years,"10,000-14,999",Udemy;LinkedIn Learning,SQL;C++;Javascript;Bash;Udemy;LinkedIn Learning
14590,35-39,Man,Turkey,Master’s degree,Other,3-5 years,"10,000-14,999",Kaggle Learn Courses,R;C;MATLAB;Kaggle Learn Courses
14591,35-39,Man,United States of America,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,5-10 years,"125,000-149,999","Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","SQL;Java;Javascript;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14593,22-24,Man,India,Master’s degree,Data Scientist,3-5 years,$0-999,DataCamp;Udemy;University Courses (resulting in a university degree),SQL;C;C++;Java;Swift;DataCamp;Udemy;University Courses (resulting in a university degree)
14594,40-44,Woman,United States of America,Doctoral degree,Data Scientist,20+ years,"100,000-124,999",,R;
14595,25-29,Man,Other,Master’s degree,Data Scientist,3-5 years,"90,000-99,999",DataCamp,SQL;DataCamp
14596,25-29,Woman,Tunisia,Master’s degree,Business Analyst,1-2 years,$0-999,edX;Udacity;Udemy,C;C++;Java;MATLAB;edX;Udacity;Udemy
14597,40-44,Man,Germany,Master’s degree,Data Analyst,3-5 years,"90,000-99,999",edX;DataCamp,R;edX;DataCamp
14599,35-39,Man,Spain,Master’s degree,Data Analyst,10-20 years,"40,000-49,999",Kaggle Learn Courses;Udemy,R;SQL;Bash;Kaggle Learn Courses;Udemy
14600,55-59,Man,Malaysia,Master’s degree,Software Engineer,20+ years,"10,000-14,999",Kaggle Learn Courses;Udemy,C;Javascript;Kaggle Learn Courses;Udemy
14601,30-34,Man,India,Master’s degree,Other,5-10 years,"15,000-19,999",DataCamp;Udacity,R;SQL;MATLAB;DataCamp;Udacity
14602,22-24,Man,Nigeria,Bachelor’s degree,Other,1-2 years,$0-999,Udacity;Udemy;LinkedIn Learning;University Courses (resulting in a university degree),Udacity;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
14603,30-34,Man,India,Bachelor’s degree,Data Analyst,1-2 years,"1,000-1,999",None,SQL;None
14605,35-39,Man,Thailand,Master’s degree,Other,10-20 years,"30,000-39,999",,
14606,40-44,Woman,Germany,Master’s degree,Data Scientist,5-10 years,"50,000-59,999",,C++;
14607,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,"5,000-7,499",Udacity,C;Udacity
14609,35-39,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,"150,000-199,999",edX;University Courses (resulting in a university degree),R;edX;University Courses (resulting in a university degree)
14610,22-24,Man,Kenya,Bachelor’s degree,Data Analyst,1-2 years,"1,000-1,999","edX;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","R;SQL;Javascript;edX;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
14611,30-34,Man,Other,Master’s degree,Data Scientist,5-10 years,"80,000-89,999",DataCamp;Udemy,R;Bash;DataCamp;Udemy
14613,55-59,Man,Turkey,Doctoral degree,Data Scientist,20+ years,"25,000-29,999",,R;
14614,35-39,Woman,Canada,Master’s degree,Data Scientist,10-20 years,"100,000-124,999",edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning;University Courses (resulting in a university degree),R;edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
14618,35-39,Man,Japan,Master’s degree,DBA/Database Engineer,1-2 years,"3,000-3,999",Kaggle Learn Courses;Udemy,SQL;Kaggle Learn Courses;Udemy
14620,60-69,Man,Other,Master’s degree,Data Scientist,20+ years,"50,000-59,999","DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;C;C++;Java;Javascript;DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14621,30-34,Man,Peru,Master’s degree,Research Scientist,3-5 years,"5,000-7,499",None,C++;MATLAB;None
14622,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Engineer,3-5 years,"40,000-49,999",Kaggle Learn Courses;Fast.ai;University Courses (resulting in a university degree),SQL;Julia;Bash;Kaggle Learn Courses;Fast.ai;University Courses (resulting in a university degree)
14624,60-69,Man,Other,Doctoral degree,Research Scientist,10-20 years,"30,000-39,999",,C;Java;
14625,50-54,Man,Spain,Master’s degree,Business Analyst,5-10 years,"100,000-124,999",DataCamp;Udacity,R;C;DataCamp;Udacity
14628,25-29,Woman,United States of America,Bachelor’s degree,Data Analyst,3-5 years,"80,000-89,999",,
14633,22-24,Man,India,Master’s degree,Software Engineer,1-2 years,"10,000-14,999",Udacity;Udemy;University Courses (resulting in a university degree),Bash;Udacity;Udemy;University Courses (resulting in a university degree)
14634,35-39,Man,United States of America,Doctoral degree,Data Scientist,20+ years,"150,000-199,999",None,R;SQL;C++;Javascript;None
14637,35-39,Man,France,Master’s degree,Data Scientist,10-20 years,"125,000-149,999",edX;Kaggle Learn Courses;Fast.ai;University Courses (resulting in a university degree),edX;Kaggle Learn Courses;Fast.ai;University Courses (resulting in a university degree)
14639,35-39,Man,Spain,Master’s degree,Data Analyst,1-2 years,"10,000-14,999","edX;DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;edX;DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14641,40-44,Man,Italy,Master’s degree,Data Analyst,20+ years,"2,000-2,999",Udemy;University Courses (resulting in a university degree),R;SQL;Udemy;University Courses (resulting in a university degree)
14642,18-21,Man,Indonesia,Bachelor’s degree,Machine Learning Engineer,1-2 years,$0-999,University Courses (resulting in a university degree),University Courses (resulting in a university degree)
14644,35-39,Man,Russia,Master’s degree,DBA/Database Engineer,1-2 years,"7,500-9,999",Kaggle Learn Courses,Bash;Kaggle Learn Courses
14645,18-21,Man,India,Bachelor’s degree,Data Scientist,1-2 years,$0-999,Kaggle Learn Courses;Udemy,R;SQL;Kaggle Learn Courses;Udemy
14646,50-54,Man,Other,Doctoral degree,Research Scientist,20+ years,"1,000-1,999",University Courses (resulting in a university degree),SQL;Java;Javascript;Bash;University Courses (resulting in a university degree)
14649,18-21,Man,Russia,Some college/university study without earning a bachelor’s degree,Business Analyst,1-2 years,$0-999,Kaggle Learn Courses;DataCamp,SQL;C++;Kaggle Learn Courses;DataCamp
14651,25-29,Man,India,Bachelor’s degree,Other,< 1 years,"15,000-19,999",,
14652,22-24,Man,India,Bachelor’s degree,Data Engineer,3-5 years,"4,000-4,999","Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","SQL;Bash;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14653,25-29,Man,India,Bachelor’s degree,Other,5-10 years,"1,000-1,999",Udacity,Udacity
14658,30-34,Woman,Spain,Doctoral degree,Research Scientist,< 1 years,"15,000-19,999","Kaggle Learn Courses;DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;Kaggle Learn Courses;DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14659,35-39,Man,Australia,Master’s degree,Data Analyst,5-10 years,"80,000-89,999",LinkedIn Learning;University Courses (resulting in a university degree),R;SQL;LinkedIn Learning;University Courses (resulting in a university degree)
14660,30-34,Woman,United Arab Emirates,Bachelor’s degree,Data Scientist,1-2 years,$0-999,Udemy,Udemy
14662,30-34,Man,Ukraine,Doctoral degree,Data Scientist,3-5 years,"15,000-19,999","edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
14663,50-54,Prefer not to say,United States of America,Master’s degree,Software Engineer,20+ years,"250,000-299,999",edX;Udemy,SQL;Java;Javascript;edX;Udemy
14664,40-44,Man,Thailand,Master’s degree,Other,I have never written code,"100,000-124,999",Udemy,Udemy
14666,40-44,Woman,United States of America,Master’s degree,Data Scientist,10-20 years,"80,000-89,999",Kaggle Learn Courses;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree),SQL;Kaggle Learn Courses;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree)
14668,35-39,Man,Poland,Master’s degree,Product/Project Manager,I have never written code,"50,000-59,999","edX;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","edX;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14669,22-24,Man,India,Bachelor’s degree,Other,3-5 years,$0-999,,C++;
14671,22-24,Man,India,Master’s degree,Other,1-2 years,"7,500-9,999",,
14675,45-49,Man,Nigeria,Professional degree,Other,1-2 years,"5,000-7,499",Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning,SQL;Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning
14677,18-21,Man,Indonesia,Professional degree,Data Scientist,< 1 years,$0-999,edX;Kaggle Learn Courses;DataCamp;Udemy,edX;Kaggle Learn Courses;DataCamp;Udemy
14681,35-39,Woman,India,Doctoral degree,Machine Learning Engineer,10-20 years,"3,000-3,999",edX;Kaggle Learn Courses;Fast.ai;LinkedIn Learning,C;Javascript;edX;Kaggle Learn Courses;Fast.ai;LinkedIn Learning
14683,25-29,Man,India,Master’s degree,Data Analyst,I have never written code,$0-999,,
14684,22-24,Man,Russia,Bachelor’s degree,Data Scientist,3-5 years,"1,000-1,999",Fast.ai;Udacity;Udemy;University Courses (resulting in a university degree),Java;Bash;Fast.ai;Udacity;Udemy;University Courses (resulting in a university degree)
14686,40-44,Man,India,Bachelor’s degree,DBA/Database Engineer,10-20 years,"2,000-2,999",Kaggle Learn Courses,R;SQL;Java;MATLAB;Kaggle Learn Courses
14689,55-59,Man,India,Master’s degree,Data Analyst,5-10 years,"15,000-19,999",Kaggle Learn Courses;Fast.ai;University Courses (resulting in a university degree),R;C;Kaggle Learn Courses;Fast.ai;University Courses (resulting in a university degree)
14691,45-49,Man,Brazil,Bachelor’s degree,Data Scientist,10-20 years,"90,000-99,999","Kaggle Learn Courses;DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;Javascript;Kaggle Learn Courses;DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14692,50-54,Man,Ireland,Master’s degree,Product/Project Manager,< 1 years,"125,000-149,999",Udemy,Udemy
14694,22-24,Woman,India,Bachelor’s degree,Data Scientist,1-2 years,"1,000-1,999",edX;Udemy,SQL;edX;Udemy
14696,18-21,Man,India,Bachelor’s degree,Software Engineer,3-5 years,$0-999,Kaggle Learn Courses;Fast.ai,C;Kaggle Learn Courses;Fast.ai
14697,22-24,Prefer not to say,India,Master’s degree,Data Scientist,5-10 years,"7,500-9,999",edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree),R;SQL;C;C++;Java;Javascript;edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;University Courses (resulting in a university degree)
14698,45-49,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years,"200,000-249,999",None,SQL;Javascript;None
14700,22-24,Woman,India,Master’s degree,Data Scientist,1-2 years,"5,000-7,499",DataCamp,R;SQL;DataCamp
